date,google_trends,twitter,ensemble_trend,harmonic_p,Holm_pval(alpha=0.05),up/down trend,date
2021-08-25,0,-1,0,100.0,1.0,0,2021-08-25
2021-08-26,0,-1,0,100.0,1.0,0,2021-08-26
2021-08-27,0,-1,0,100.0,1.0,0,2021-08-27
2021-08-28,1,-1,0,100.0,1.0,0,2021-08-28
2021-08-29,1,-1,0,100.0,1.0,0,2021-08-29
2021-08-30,1,-1,0,100.0,1.0,0,2021-08-30
2021-08-31,1,-1,0,100.0,1.0,0,2021-08-31
2021-09-01,1,-1,0,100.0,1.0,0,2021-09-01
2021-09-02,1,-1,0,100.0,1.0,0,2021-09-02
2021-09-03,1,-1,0,100.0,1.0,0,2021-09-03
2021-09-04,1,0,0,100.0,1.0,0,2021-09-04
2021-09-05,1,0,0,100.0,1.0,0,2021-09-05
2021-09-06,1,0,0,100.0,1.0,0,2021-09-06
2021-09-07,1,1,1,3.3969511782744428e-15,1.5625975420062437e-12,1,2021-09-07
2021-09-08,1,1,1,2.840097931971547e-16,1.4938915122170335e-13,1,2021-09-08
2021-09-09,1,1,1,1.6382599733037752e-17,9.747646841157463e-15,1,2021-09-09
2021-09-10,1,1,1,1.4259139332713728e-18,9.325477123594778e-16,1,2021-09-10
2021-09-11,1,1,1,4.0026442217168384e-19,2.7378086476543174e-16,1,2021-09-11
2021-09-12,1,1,1,3.476269512470475e-19,2.3881971550672165e-16,1,2021-09-12
2021-09-13,1,1,1,5.42973496934368e-19,3.6813603092150153e-16,1,2021-09-13
2021-09-14,1,1,1,6.76593573435938e-21,5.054153993566457e-18,1,2021-09-14
2021-09-15,1,1,1,7.072655128931581e-25,5.898594377528938e-22,1,2021-09-15
2021-09-16,1,1,1,2.570407230854328e-27,2.1899869606878873e-24,1,2021-09-16
2021-09-17,1,1,1,3.5217409394519323e-25,2.947697166321267e-22,1,2021-09-17
2021-09-18,1,1,1,2.0252226991225558e-21,1.5513205875278778e-18,1,2021-09-18
2021-09-19,1,1,1,1.2573475651245482e-21,9.76959058101774e-19,1,2021-09-19
2021-09-20,1,1,1,5.787663026381438e-20,4.201843357152924e-17,1,2021-09-20
2021-09-21,1,1,1,1.3599019447614314e-17,8.118614610225746e-15,1,2021-09-21
2021-09-22,1,1,1,2.7862437558076944e-16,1.4687879170766253e-13,1,2021-09-22
2021-09-23,1,1,1,1.8275273335805994e-14,7.693890074374324e-12,1,2021-09-23
2021-09-24,1,1,1,7.972067846265268e-14,3.125050595735985e-11,1,2021-09-24
2021-09-25,1,1,1,8.375249688265074e-16,4.1457485956912117e-13,1,2021-09-25
2021-09-26,1,1,1,1.305073667974015e-15,6.290455079634752e-13,1,2021-09-26
2021-09-27,1,1,1,6.570951582810844e-17,3.7257295474537484e-14,1,2021-09-27
2021-09-28,1,1,1,9.892524731646084e-20,6.994014985273782e-17,1,2021-09-28
2021-09-29,1,1,1,5.322802780161026e-21,3.99742488790093e-18,1,2021-09-29
2021-09-30,1,1,1,6.162568726786351e-20,4.4616997581933186e-17,1,2021-09-30
2021-10-01,1,1,1,5.623094829076685e-19,3.801212104455839e-16,1,2021-10-01
2021-10-02,1,1,1,1.2042184522000082e-18,7.923757415476054e-16,1,2021-10-02
2021-10-03,1,1,1,9.353193476702168e-19,6.219873662006942e-16,1,2021-10-03
2021-10-04,1,1,1,1.983923860476901e-19,1.3788270830314463e-16,1,2021-10-04
2021-10-05,1,1,1,6.47273335570089e-20,4.6733134828160426e-17,1,2021-10-05
2021-10-06,1,1,1,1.9798020576024167e-19,1.3779422320912821e-16,1,2021-10-06
2021-10-07,1,1,1,9.45534195264031e-19,6.278347056553165e-16,1,2021-10-07
2021-10-08,1,1,1,1.3795991198194193e-18,9.036374234817195e-16,1,2021-10-08
2021-10-09,1,1,1,1.1218696859560885e-18,7.404339927310185e-16,1,2021-10-09
2021-10-10,1,1,1,5.591948781480527e-18,3.4446404493920046e-15,1,2021-10-10
2021-10-11,1,1,1,3.6537788658122897e-19,2.506492301947231e-16,1,2021-10-11
2021-10-12,1,1,1,1.7005307919786473e-21,1.311109240615537e-18,1,2021-10-12
2021-10-13,1,1,1,2.1142459343472183e-23,1.723110436492983e-20,1,2021-10-13
2021-10-14,1,1,1,2.138922668793754e-23,1.7410830523981156e-20,1,2021-10-14
2021-10-15,1,1,1,6.730109625018707e-22,5.249485507514592e-19,1,2021-10-15
2021-10-16,1,1,1,3.321419883849431e-21,2.527600531609417e-18,1,2021-10-16
2021-10-17,1,1,1,6.294954260482677e-20,4.5512519303289753e-17,1,2021-10-17
2021-10-18,1,1,1,8.29203515723689e-19,5.547371520191479e-16,1,2021-10-18
2021-10-19,1,1,1,4.8383484460611234e-18,3.0046143850039574e-15,1,2021-10-19
2021-10-20,1,1,1,2.7783562940955308e-19,1.9226225555141072e-16,1,2021-10-20
2021-10-21,1,1,1,9.709417358360474e-20,6.874267489719215e-17,1,2021-10-21
2021-10-22,1,1,1,2.7230569802988874e-20,2.0123391084408778e-17,1,2021-10-22
2021-10-23,1,1,1,1.716062762245801e-21,1.3213683269292666e-18,1,2021-10-23
2021-10-24,1,1,1,4.292473687193497e-23,3.481196160313926e-20,1,2021-10-24
2021-10-25,1,1,1,1.3982911826132215e-22,1.118632946090577e-19,1,2021-10-25
2021-10-26,1,1,1,1.1975251489893075e-22,9.628102197874032e-20,1,2021-10-26
2021-10-27,1,1,1,1.205232036661757e-23,9.87085038025979e-21,1,2021-10-27
2021-10-28,-1,1,0,100.0,1.0,0,2021-10-28
2021-10-29,-1,1,0,100.0,1.0,0,2021-10-29
2021-10-30,-1,1,0,100.0,1.0,0,2021-10-30
2021-10-31,-1,1,0,100.0,1.0,0,2021-10-31
2021-11-01,-1,1,0,100.0,1.0,0,2021-11-01
2021-11-02,-1,1,0,100.0,1.0,0,2021-11-02
2021-11-03,-1,1,0,100.0,1.0,0,2021-11-03
2021-11-04,-1,1,0,100.0,1.0,0,2021-11-04
2021-11-05,-1,1,0,100.0,1.0,0,2021-11-05
2021-11-06,-1,1,0,100.0,1.0,0,2021-11-06
2021-11-07,-1,1,0,100.0,1.0,0,2021-11-07
2021-11-08,-1,1,0,100.0,1.0,0,2021-11-08
2021-11-09,-1,1,0,100.0,1.0,0,2021-11-09
2021-11-10,-1,1,0,100.0,1.0,0,2021-11-10
2021-11-11,-1,1,0,100.0,1.0,0,2021-11-11
2021-11-12,-1,1,0,100.0,1.0,0,2021-11-12
2021-11-13,-1,1,0,100.0,1.0,0,2021-11-13
2021-11-14,-1,1,0,100.0,1.0,0,2021-11-14
2021-11-15,-1,1,0,100.0,1.0,0,2021-11-15
2021-11-16,-1,1,0,100.0,1.0,0,2021-11-16
2021-11-17,0,1,0,100.0,1.0,0,2021-11-17
2021-11-18,0,1,0,100.0,1.0,0,2021-11-18
2021-11-19,0,1,0,100.0,1.0,0,2021-11-19
2021-11-20,0,1,0,100.0,1.0,0,2021-11-20
2021-11-21,-1,1,0,100.0,1.0,0,2021-11-21
2021-11-22,-1,1,0,100.0,1.0,0,2021-11-22
2021-11-23,-1,1,0,100.0,1.0,0,2021-11-23
2021-11-24,-1,1,0,100.0,1.0,0,2021-11-24
2021-11-25,-1,1,0,100.0,1.0,0,2021-11-25
2021-11-26,-1,1,0,100.0,1.0,0,2021-11-26
2021-11-27,-1,1,0,100.0,1.0,0,2021-11-27
2021-11-28,-1,1,0,100.0,1.0,0,2021-11-28
2021-11-29,-1,1,0,100.0,1.0,0,2021-11-29
2021-11-30,-1,1,0,100.0,1.0,0,2021-11-30
2021-12-01,0,1,0,100.0,1.0,0,2021-12-01
2021-12-02,0,1,0,100.0,1.0,0,2021-12-02
2021-12-03,-1,1,0,100.0,1.0,0,2021-12-03
2021-12-04,0,1,0,100.0,1.0,0,2021-12-04
2021-12-05,0,1,0,100.0,1.0,0,2021-12-05
2021-12-06,1,1,1,3.7249964745822945e-22,2.9390222184454303e-19,1,2021-12-06
2021-12-07,1,1,1,3.737567369881199e-21,2.83681363373983e-18,1,2021-12-07
2021-12-08,1,1,1,6.47352067823591e-20,4.6733134828160426e-17,1,2021-12-08
2021-12-09,1,1,1,6.912351075809693e-19,4.645099922944113e-16,1,2021-12-09
2021-12-10,1,1,1,3.909171598851682e-18,2.4627781072765596e-15,1,2021-12-10
2021-12-11,1,1,1,8.107147961918974e-18,4.945360256770574e-15,1,2021-12-11
2021-12-12,1,1,1,4.7190550078768426e-18,2.935252214899396e-15,1,2021-12-12
2021-12-13,1,1,1,7.56238733079608e-19,5.066799511633373e-16,1,2021-12-13
2021-12-14,1,1,1,2.488792825415182e-20,1.8417066908072347e-17,1,2021-12-14
2021-12-15,0,1,0,100.0,1.0,0,2021-12-15
2021-12-16,-1,1,0,100.0,1.0,0,2021-12-16
2021-12-17,-1,1,0,100.0,1.0,0,2021-12-17
2021-12-18,-1,1,0,100.0,1.0,0,2021-12-18
2021-12-19,-1,1,0,100.0,1.0,0,2021-12-19
2021-12-20,-1,1,0,100.0,1.0,0,2021-12-20
2021-12-21,-1,1,0,100.0,1.0,0,2021-12-21
2021-12-22,-1,1,0,100.0,1.0,0,2021-12-22
2021-12-23,-1,1,0,100.0,1.0,0,2021-12-23
2021-12-24,-1,1,0,100.0,1.0,0,2021-12-24
2021-12-25,0,1,0,100.0,1.0,0,2021-12-25
2021-12-26,1,1,1,5.051483929191771e-16,2.586359771746187e-13,1,2021-12-26
2021-12-27,1,1,1,9.692631674890639e-17,5.4084884745889764e-14,1,2021-12-27
2021-12-28,1,1,1,6.130751881971135e-18,3.764281655530277e-15,1,2021-12-28
2021-12-29,1,1,1,5.304998995334906e-19,3.6020943178324014e-16,1,2021-12-29
2021-12-30,1,1,1,2.502638728452271e-18,1.596683508752549e-15,1,2021-12-30
2021-12-31,1,1,1,6.403258691322351e-21,4.789637501109119e-18,1,2021-12-31
2022-01-01,1,1,1,3.282619605222013e-21,2.501356139179174e-18,1,2022-01-01
2022-01-02,1,0,0,100.0,1.0,0,2022-01-02
2022-01-03,1,0,0,100.0,1.0,0,2022-01-03
2022-01-04,1,-1,0,100.0,1.0,0,2022-01-04
2022-01-05,1,-1,0,100.0,1.0,0,2022-01-05
2022-01-06,1,-1,0,100.0,1.0,0,2022-01-06
2022-01-07,1,-1,0,100.0,1.0,0,2022-01-07
2022-01-08,1,-1,0,100.0,1.0,0,2022-01-08
2022-01-09,1,-1,0,100.0,1.0,0,2022-01-09
2022-01-10,1,-1,0,100.0,1.0,0,2022-01-10
2022-01-11,1,-1,0,100.0,1.0,0,2022-01-11
2022-01-12,1,-1,0,100.0,1.0,0,2022-01-12
2022-01-13,1,-1,0,100.0,1.0,0,2022-01-13
2022-01-14,1,-1,0,100.0,1.0,0,2022-01-14
2022-01-15,1,-1,0,100.0,1.0,0,2022-01-15
2022-01-16,1,-1,0,100.0,1.0,0,2022-01-16
2022-01-17,1,-1,0,100.0,1.0,0,2022-01-17
2022-01-18,1,-1,0,100.0,1.0,0,2022-01-18
2022-01-19,1,-1,0,100.0,1.0,0,2022-01-19
2022-01-20,1,-1,0,100.0,1.0,0,2022-01-20
2022-01-21,1,-1,0,100.0,1.0,0,2022-01-21
2022-01-22,1,-1,0,100.0,1.0,0,2022-01-22
2022-01-23,0,-1,0,100.0,1.0,0,2022-01-23
2022-01-24,0,-1,0,100.0,1.0,0,2022-01-24
2022-01-25,-1,-1,-1,1.642852428707979e-13,6.341410374812798e-11,-1,2022-01-25
2022-01-26,-1,-1,-1,3.2108453227767283e-13,1.2201212226551567e-10,-1,2022-01-26
2022-01-27,-1,-1,-1,2.1556996207791803e-14,8.989267418649183e-12,-1,2022-01-27
2022-01-28,-1,-1,-1,3.3140320502050995e-14,1.3521250764836806e-11,-1,2022-01-28
2022-01-29,-1,-1,-1,7.83952672730712e-15,3.4258731798332115e-12,-1,2022-01-29
2022-01-30,-1,-1,-1,1.6071966679908225e-15,7.712183224566585e-13,-1,2022-01-30
2022-01-31,-1,-1,-1,2.4070134254038505e-16,1.2829381557402523e-13,-1,2022-01-31
2022-02-01,-1,-1,-1,3.3293546557799914e-17,1.904390863106155e-14,-1,2022-02-01
2022-02-02,-1,-1,-1,4.545925577671134e-18,2.850295337199801e-15,-1,2022-02-02
2022-02-03,-1,-1,-1,6.054395084159121e-19,4.0867166818074065e-16,-1,2022-02-03
2022-02-04,-1,-1,-1,7.125145985926333e-20,5.1229799638810335e-17,-1,2022-02-04
2022-02-05,-1,-1,-1,6.356579243379913e-21,4.761077853291555e-18,-1,2022-02-05
2022-02-06,-1,-1,-1,2.5516884242639084e-22,2.0234889204412794e-19,-1,2022-02-06
2022-02-07,-1,-1,-1,4.943457811013665e-24,4.088239609708301e-21,-1,2022-02-07
2022-02-08,-1,-1,-1,1.6078156720043013e-25,1.3489573488116088e-22,-1,2022-02-08
2022-02-09,-1,-1,-1,4.934603936188839e-25,4.1203942867176806e-22,-1,2022-02-09
2022-02-10,-1,-1,-1,1.6041002193754663e-23,1.3105498792297559e-20,-1,2022-02-10
2022-02-11,-1,-1,-1,2.7883063124532013e-22,2.2083385994629353e-19,-1,2022-02-11
2022-02-12,-1,-1,-1,1.8349298172592396e-21,1.4110610294723553e-18,-1,2022-02-12
2022-02-13,-1,-1,-1,1.6286308020359702e-21,1.257302979171769e-18,-1,2022-02-13
2022-02-14,-1,-1,-1,5.864536420205627e-24,4.8265134738292305e-21,-1,2022-02-14
2022-02-15,-1,-1,-1,9.489825449826323e-25,7.895534774255501e-22,-1,2022-02-15
2022-02-16,-1,-1,-1,3.88892209571841e-23,3.157804741723349e-20,-1,2022-02-16
2022-02-17,-1,-1,-1,7.420369307987862e-20,5.3204047938272974e-17,-1,2022-02-17
2022-02-18,-1,-1,-1,2.433140448448443e-17,1.411221460100097e-14,-1,2022-02-18
2022-02-19,-1,-1,-1,3.766013011005056e-15,1.7210679460293106e-12,-1,2022-02-19
2022-02-20,-1,-1,-1,1.4132139650316552e-13,5.469138044672506e-11,-1,2022-02-20
2022-02-21,-1,-1,-1,2.4677925641181207e-15,1.1499913348790443e-12,-1,2022-02-21
2022-02-22,-1,-1,-1,2.326421671769461e-16,1.2446355943966616e-13,-1,2022-02-22
2022-02-23,-1,-1,-1,8.958453291704075e-16,4.4165174728101087e-13,-1,2022-02-23
2022-02-24,-1,0,0,100.0,1.0,0,2022-02-24
2022-02-25,-1,-1,-1,3.0270848050449175e-16,1.5831653530384918e-13,-1,2022-02-25
2022-02-26,-1,-1,-1,2.6694678155011993e-18,1.6977815306587628e-15,-1,2022-02-26
2022-02-27,1,0,0,100.0,1.0,0,2022-02-27
2022-02-28,0,0,0,100.0,1.0,0,2022-02-28
2022-03-01,-1,1,0,100.0,1.0,0,2022-03-01
2022-03-02,-1,1,0,100.0,1.0,0,2022-03-02
2022-03-03,-1,1,0,100.0,1.0,0,2022-03-03
2022-03-04,1,1,1,1.1549946486826995e-17,6.953067785069851e-15,1,2022-03-04
2022-03-05,1,1,1,9.724560002300996e-18,5.9125324813990056e-15,1,2022-03-05
2022-03-06,1,1,1,1.0878263005368773e-15,5.297714083614593e-13,1,2022-03-06
2022-03-07,1,1,1,6.376630151153819e-14,2.5123922795546045e-11,1,2022-03-07
2022-03-08,1,1,1,1.0848184535970663e-15,5.293914053553684e-13,1,2022-03-08
2022-03-09,1,1,1,8.147596412599539e-16,4.0412078206493713e-13,1,2022-03-09
2022-03-10,1,1,1,4.960803276158716e-14,1.9843213104634864e-11,1,2022-03-10
2022-03-11,1,1,1,2.6275739980220627e-16,1.3926142189516934e-13,1,2022-03-11
2022-03-12,1,1,1,4.686785968657801e-18,2.91986765847381e-15,1,2022-03-12
2022-03-13,1,1,1,1.8287283426436176e-17,1.0789497221597344e-14,1,2022-03-13
2022-03-14,1,1,1,6.434434498715907e-15,2.837585613933715e-12,1,2022-03-14
2022-03-15,1,1,1,3.3915507431352953e-13,1.285397731648277e-10,1,2022-03-15
2022-03-16,1,-1,0,100.0,1.0,0,2022-03-16
2022-03-17,1,-1,0,100.0,1.0,0,2022-03-17
2022-03-18,1,-1,0,100.0,1.0,0,2022-03-18
2022-03-19,1,0,0,100.0,1.0,0,2022-03-19
2022-03-20,1,-1,0,100.0,1.0,0,2022-03-20
2022-03-21,1,-1,0,100.0,1.0,0,2022-03-21
2022-03-22,1,-1,0,100.0,1.0,0,2022-03-22
2022-03-23,1,-1,0,100.0,1.0,0,2022-03-23
2022-03-24,1,-1,0,100.0,1.0,0,2022-03-24
2022-03-25,1,-1,0,100.0,1.0,0,2022-03-25
2022-03-26,1,-1,0,100.0,1.0,0,2022-03-26
2022-03-27,1,-1,0,100.0,1.0,0,2022-03-27
2022-03-28,1,-1,0,100.0,1.0,0,2022-03-28
2022-03-29,1,-1,0,100.0,1.0,0,2022-03-29
2022-03-30,1,-1,0,100.0,1.0,0,2022-03-30
2022-03-31,1,-1,0,100.0,1.0,0,2022-03-31
2022-04-01,1,-1,0,100.0,1.0,0,2022-04-01
2022-04-02,0,-1,0,100.0,1.0,0,2022-04-02
2022-04-03,0,-1,0,100.0,1.0,0,2022-04-03
2022-04-04,0,-1,0,100.0,1.0,0,2022-04-04
2022-04-05,-1,-1,-1,6.0558149044704e-22,4.7477588851047935e-19,-1,2022-04-05
2022-04-06,-1,-1,-1,1.220333145229329e-22,9.787071824739219e-20,-1,2022-04-06
2022-04-07,-1,-1,-1,9.9690845797204e-23,8.035082171254642e-20,-1,2022-04-07
2022-04-08,-1,-1,-1,1.795563786253981e-22,1.431064337644423e-19,-1,2022-04-08
2022-04-09,-1,-1,-1,3.9952480423851333e-22,3.148255457399485e-19,-1,2022-04-09
2022-04-10,-1,-1,-1,6.263905607492839e-22,4.8967115901488925e-19,-1,2022-04-10
2022-04-11,-1,-1,-1,5.206928293979498e-22,4.092645639067885e-19,-1,2022-04-11
2022-04-12,-1,-1,-1,1.3767548683357862e-22,1.1027806495369647e-19,-1,2022-04-12
2022-04-13,-1,-1,-1,1.2442964069337107e-23,1.0178344608717754e-20,-1,2022-04-13
2022-04-14,-1,-1,-1,1.64921434849968e-24,1.3671986949062347e-21,-1,2022-04-14
2022-04-15,-1,-1,-1,5.321776208889503e-24,4.39046537233384e-21,-1,2022-04-15
2022-04-16,-1,-1,-1,1.1866432080932772e-22,9.552477825150882e-20,-1,2022-04-16
2022-04-17,-1,-1,-1,1.3409526476956784e-21,1.0392383019641508e-18,-1,2022-04-17
2022-04-18,-1,-1,-1,4.6499300337380346e-21,3.510697175472216e-18,-1,2022-04-18
2022-04-19,-1,-1,-1,4.649930040668182e-21,3.510697175472216e-18,-1,2022-04-19
2022-04-20,-1,-1,-1,1.2829533647561614e-21,9.955718110507812e-19,-1,2022-04-20
2022-04-21,-1,-1,-1,9.659760995919075e-23,7.795427123706694e-20,-1,2022-04-21
2022-04-22,-1,-1,-1,4.6148405503520746e-24,3.821087975691518e-21,-1,2022-04-22
2022-04-23,-1,0,0,100.0,1.0,0,2022-04-23
2022-04-24,-1,0,0,100.0,1.0,0,2022-04-24
2022-04-25,-1,0,0,100.0,1.0,0,2022-04-25
2022-04-26,-1,1,0,100.0,1.0,0,2022-04-26
2022-04-27,-1,1,0,100.0,1.0,0,2022-04-27
2022-04-28,-1,1,0,100.0,1.0,0,2022-04-28
2022-04-29,-1,1,0,100.0,1.0,0,2022-04-29
2022-04-30,-1,1,0,100.0,1.0,0,2022-04-30
2022-05-01,-1,1,0,100.0,1.0,0,2022-05-01
2022-05-02,-1,1,0,100.0,1.0,0,2022-05-02
2022-05-03,-1,1,0,100.0,1.0,0,2022-05-03
2022-05-04,-1,1,0,100.0,1.0,0,2022-05-04
2022-05-05,-1,1,0,100.0,1.0,0,2022-05-05
2022-05-06,-1,1,0,100.0,1.0,0,2022-05-06
2022-05-07,-1,1,0,100.0,1.0,0,2022-05-07
2022-05-08,-1,1,0,100.0,1.0,0,2022-05-08
2022-05-09,-1,1,0,100.0,1.0,0,2022-05-09
2022-05-10,0,1,0,100.0,1.0,0,2022-05-10
2022-05-11,1,1,1,1.6541508763729313e-18,1.0735439187660324e-15,1,2022-05-11
2022-05-12,1,1,1,4.42972256322264e-18,2.781865769703818e-15,1,2022-05-12
2022-05-13,1,1,1,3.194359993172995e-17,1.833562636081299e-14,1,2022-05-13
2022-05-14,1,1,1,3.2848529027852583e-16,1.7081235094483342e-13,1,2022-05-14
2022-05-15,1,1,1,2.75784454034626e-15,1.2741241776399722e-12,1,2022-05-15
2022-05-16,1,1,1,1.526731662934399e-14,6.503876884100539e-12,1,2022-05-16
2022-05-17,1,1,1,1.540307827503826e-14,6.546308266891261e-12,1,2022-05-17
2022-05-18,1,1,1,1.8504151338837866e-14,7.771743562311904e-12,1,2022-05-18
2022-05-19,1,1,1,4.475470296125987e-15,2.005010692664442e-12,1,2022-05-19
2022-05-20,1,1,1,4.730209840027826e-17,2.696219608815861e-14,1,2022-05-20
2022-05-21,1,1,1,2.7636101502204495e-17,1.5946030566771995e-14,1,2022-05-21
2022-05-22,1,1,1,3.6159142245956434e-16,1.8585799114421606e-13,1,2022-05-22
2022-05-23,1,1,1,2.1268922227282913e-15,9.99639344682297e-13,1,2022-05-23
2022-05-24,1,1,1,4.069411261420117e-15,1.843443301423313e-12,1,2022-05-24
2022-05-25,1,1,1,4.233639478770319e-15,1.9051377654466435e-12,1,2022-05-25
2022-05-26,1,1,1,2.6575298424878334e-15,1.2328539654083895e-12,1,2022-05-26
2022-05-27,1,1,1,1.788313903302225e-15,8.530257318751613e-13,1,2022-05-27
2022-05-28,1,1,1,6.408347844385003e-16,3.2233989657256563e-13,1,2022-05-28
2022-05-29,1,1,1,1.2882286396764215e-18,8.46366216267409e-16,1,2022-05-29
2022-05-30,1,1,1,6.488943913643954e-24,5.327422953101687e-21,1,2022-05-30
2022-05-31,1,1,1,1.0067276097625528e-27,8.607521063469826e-25,1,2022-05-31
2022-06-01,1,1,1,2.0443231418229103e-27,1.7458519631167654e-24,1,2022-06-01
2022-06-02,1,1,1,1.6139646271004967e-26,1.3670280391541206e-23,1,2022-06-02
2022-06-03,1,1,1,3.1329267012970484e-27,2.6629876961024913e-24,1,2022-06-03
2022-06-04,1,1,1,3.686700934632029e-28,3.1558160000450167e-25,1,2022-06-04
2022-06-05,1,1,1,4.358750534614955e-27,3.700579203888097e-24,1,2022-06-05
2022-06-06,1,1,1,2.7937843058200904e-27,2.377510444252897e-24,1,2022-06-06
2022-06-07,1,1,1,4.854848061036244e-27,4.116911155758735e-24,1,2022-06-07
2022-06-08,1,1,1,4.394444365179362e-31,3.774827709689072e-28,1,2022-06-08
2022-06-09,1,1,1,5.429153742073754e-35,4.6962179868937973e-32,1,2022-06-09
2022-06-10,1,1,1,3.8097608198107335e-34,3.287823587496663e-31,1,2022-06-10
2022-06-11,1,1,1,2.544354858333721e-31,2.188145178167e-28,1,2022-06-11
2022-06-12,1,1,1,1.6697202413552325e-30,1.4326199670827894e-27,1,2022-06-12
2022-06-13,1,1,1,2.196380681667505e-33,1.8932801475973893e-30,1,2022-06-13
2022-06-14,1,1,1,9.981378597171447e-35,8.62391110795613e-32,1,2022-06-14
2022-06-15,1,1,1,5.037688467654838e-33,4.337449770650815e-30,1,2022-06-15
